seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	9546478	9546589	112	*	X09912	10781	9523102	9546254	23153	-	223	upstream	223	ZNF266
chr19	9608915	9609005	91	*	X09914	147741	9577031	9609279	32249	-	0	inside	273	ZNF560
chr19	9609439	9609613	175	*	X09915	147741	9577031	9609279	32249	-	159	upstream	159	ZNF560
chr19	9649581	9649674	94	*	X09920	79088	9638681	9649303	10623	-	277	upstream	277	ZNF426
chr19	9650085	9650369	285	*	X09921	79088	9638681	9649303	10623	-	781	upstream	781	ZNF426
chr19	9650805	9650954	150	*	X09922	79088	9638681	9649303	10623	-	1501	upstream	1501	ZNF426
chr19	9695446	9695522	77	*	X09927	7675	9676292	9695209	18918	-	236	upstream	236	ZNF121
chr19	9732259	9732329	71	*	X09931	284385	9732158	9745538	13381	+	0	inside	100	ZNF561-AS1
chr19	9732259	9732329	71	*	X09931	93134	9718002	9731916	13915	-	342	upstream	342	ZNF561
chr19	9879616	9879765	150	*	X09952	162993	9862669	9879410	16742	-	205	upstream	205	ZNF846
chr19	9880812	9880961	150	*	X09953	162993	9862669	9879410	16742	-	1401	upstream	1401	ZNF846
chr19	11908461	11908580	120	*	X09976	126069	11909391	11919306	9916	+	810	upstream	810	ZNF491
chr19	11908611	11908790	180	*	X09977	126069	11909391	11919306	9916	+	600	upstream	600	ZNF491
chr19	12146480	12146566	87	*	X09982	163059	12125532	12146525	20994	-	0	overlapStart	0	ZNF433
chr19	12163696	12163878	183	*	X09984	729747	12154620	12163782	9163	-	0	overlapStart	0	ZNF878
chr19	12175455	12175589	135	*	X09986	284391	12175546	12188626	13081	+	0	overlapStart	0	ZNF844
chr19	12663617	12663766	150	*	X10014	163050	12636184	12662356	26173	-	1260	upstream	1260	ZNF564
chr19	12663617	12663766	150	*	X10014	163051	12571998	12662356	90359	-	1260	upstream	1260	ZNF709
chr19	12721004	12721153	150	*	X10017	163049	12721732	12740676	18945	+	578	upstream	578	ZNF791
chr19	19888702	19888821	120	*	X10114	284440	19867181	19887222	20042	-	1479	upstream	1479	LINC00663
chr19	19932405	19932421	17	*	X10120	440515	19896651	19932560	35910	-	0	inside	138	ZNF506
chr19	19932557	19932691	135	*	X10121	440515	19896651	19932560	35910	-	0	overlapStart	0	ZNF506
chr19	20188961	20188991	31	*	X10124	7643	20188803	20236782	47980	+	0	inside	157	ZNF90
chr19	22195006	22195170	165	*	X10169	7757	22115760	22193745	77986	-	1260	upstream	1260	ZNF208
chr19	22235423	22235587	165	*	X10174	113835	22235266	22273903	38638	+	0	inside	156	ZNF257
chr19	22469444	22469501	58	*	X10205	100287226	22469252	22499978	30727	+	0	inside	191	ZNF729
chr19	22606391	22606480	90	*	X10219	148198	22573899	22605148	31250	-	1242	upstream	1242	ZNF98
chr19	22777467	22777471	5	*	X10265	440518	22779059	22786352	7294	+	1587	upstream	1587	GOLGA2P9
chr19	22778599	22778636	38	*	X10266	440518	22779059	22786352	7294	+	422	upstream	422	GOLGA2P9
chr19	22778688	22779407	720	*	X10267	440518	22779059	22786352	7294	+	0	overlapStart	0	GOLGA2P9
chr19	22816672	22816791	120	*	X10298	57615	22817126	22850472	33347	+	334	upstream	334	ZNF492
chr19	22966694	22966783	90	*	X10308	7652	22934985	22966973	31989	-	0	inside	189	ZNF99
chr19	22966874	22966905	32	*	X10309	7652	22934985	22966973	31989	-	0	inside	67	ZNF99
chr19	22966997	22967023	27	*	X10310	7652	22934985	22966973	31989	-	23	upstream	23	ZNF99
chr19	23185670	23185831	162	*	X10348	388523	23157685	23186010	28326	-	0	inside	178	ZNF728
chr19	23299168	23299248	81	*	X10374	100129543	23299777	23330017	30241	+	528	upstream	528	ZNF730
chr19	23299705	23299884	180	*	X10375	100129543	23299777	23330017	30241	+	0	overlapStart	0	ZNF730
chr19	23299990	23300139	150	*	X10376	100129543	23299777	23330017	30241	+	0	inside	212	ZNF730
chr19	23434441	23434560	120	*	X10400	440519	23406607	23433172	26566	-	1268	upstream	1268	ZNF724
chr19	23579236	23579325	90	*	X10424	7644	23540498	23578269	37772	-	966	upstream	966	ZNF91
chr19	23580256	23580375	120	*	X10425	7644	23540498	23578269	37772	-	1986	upstream	1986	ZNF91
chr19	23941410	23941544	135	*	X10484	148213	23921997	23941693	19697	-	0	inside	148	ZNF681
chr19	23941650	23941919	270	*	X10485	148213	23921997	23941693	19697	-	0	overlapStart	0	ZNF681
chr19	23941980	23942084	105	*	X10486	148213	23921997	23941693	19697	-	286	upstream	286	ZNF681
chr19	23942955	23943089	135	*	X10487	148213	23921997	23941693	19697	-	1261	upstream	1261	ZNF681
chr19	23945674	23945838	165	*	X10488	388524	23945816	24010919	65104	+	0	overlapStart	0	RPSAP58
chr19	23945914	23946033	120	*	X10489	388524	23945816	24010919	65104	+	0	inside	97	RPSAP58
chr19	24097845	24097949	105	*	X10508	730087	24097684	24116769	19086	+	0	inside	160	ZNF726
chr19	24215386	24215520	135	*	X10535	9534	24216247	24312654	96408	+	726	upstream	726	ZNF254
chr19	33716728	33716871	144	*	X11128	56301	33699570	33716756	17187	-	0	overlapStart	0	SLC7A10
chr19	33716932	33717064	133	*	X11129	56301	33699570	33716756	17187	-	175	upstream	175	SLC7A10
chr19	33717892	33718206	315	*	X11130	56301	33699570	33716756	17187	-	1135	upstream	1135	SLC7A10
chr19	35166868	35167017	150	*	X11222	55900	35168567	35177302	8736	+	1549	upstream	1549	ZNF302
chr19	35167769	35167903	135	*	X11223	55900	35168567	35177302	8736	+	663	upstream	663	ZNF302
chr19	35263919	35264161	243	*	X11248	148103	35248979	35264134	15156	-	0	overlapStart	0	ZNF599
chr19	35265092	35265226	135	*	X11249	148103	35248979	35264134	15156	-	957	upstream	957	ZNF599
chr19	35265764	35265883	120	*	X11250	148103	35248979	35264134	15156	-	1629	upstream	1629	ZNF599
chr19	35389608	35389717	110	*	X11299	100652909	35382933	35389847	6915	-	0	inside	129	LINC00904
chr19	35415991	35416125	135	*	X11313	90075	35417807	35436076	18270	+	1681	upstream	1681	ZNF30
chr19	35416471	35416741	271	*	X11314	90075	35417807	35436076	18270	+	1065	upstream	1065	ZNF30
chr19	35738233	35738337	105	*	X11346	51599	35739559	35758867	19309	+	1221	upstream	1221	LSR
chr19	35738473	35738727	255	*	X11347	51599	35739559	35758867	19309	+	831	upstream	831	LSR
chr19	36707927	36708046	120	*	X11374	147929	36673187	36705986	32800	-	1940	upstream	1940	ZNF565
chr19	36823725	36823731	7	*	X11396	100506930	36803963	36822620	18658	-	1104	upstream	1104	LINC00665
chr19	36824002	36824181	180	*	X11397	100506930	36803963	36822620	18658	-	1381	upstream	1381	LINC00665
chr19	36870231	36870417	187	*	X11410	57677	36825355	36870105	44751	-	125	upstream	125	ZFP14
chr19	36909219	36909383	165	*	X11421	284406	36882861	36909550	26690	-	0	inside	166	ZFP82
chr19	36909540	36909674	135	*	X11422	284406	36882861	36909550	26690	-	0	overlapStart	0	ZFP82
chr19	36909840	36909974	135	*	X11423	284406	36882861	36909550	26690	-	289	upstream	289	ZFP82
chr19	36981014	36981163	150	*	X11438	84924	36936021	36980463	44443	-	550	upstream	550	ZNF566
chr19	36981278	36981412	135	*	X11439	84924	36936021	36980463	44443	-	814	upstream	814	ZNF566
chr19	37018806	37019075	270	*	X11442	339324	37001589	37019248	17660	-	0	inside	172	ZNF260
chr19	37019954	37020238	285	*	X11443	339324	37001589	37019248	17660	-	705	upstream	705	ZNF260
chr19	37095622	37095966	345	*	X11455	84911	37095719	37119499	23781	+	0	overlapStart	0	ZNF382
chr19	37095622	37095966	345	*	X11455	57711	37034517	37096178	61662	-	0	inside	211	ZNF529
chr19	37096210	37096524	315	*	X11456	57711	37034517	37096178	61662	-	31	upstream	31	ZNF529
chr19	37097407	37097526	120	*	X11457	57711	37034517	37096178	61662	-	1228	upstream	1228	ZNF529
chr19	37158804	37158968	165	*	X11467	92283	37128283	37157739	29457	-	1064	upstream	1064	ZNF461
chr19	37567339	37567458	120	*	X11557	147923	37569382	37620651	51270	+	1923	upstream	1923	ZNF420
chr19	37568884	37569034	151	*	X11558	147923	37569382	37620651	51270	+	347	upstream	347	ZNF420
chr19	37569095	37569214	120	*	X11559	147923	37569382	37620651	51270	+	167	upstream	167	ZNF420
chr19	37701066	37701245	180	*	X11601	92285	37672481	37701451	28971	-	0	inside	205	ZNF585B
chr19	37707619	37707753	135	*	X11602	163087	37708828	37734574	25747	+	1074	upstream	1074	ZNF383
chr19	37803103	37803417	315	*	X11623	284459	37803739	37855357	51619	+	321	upstream	321	ZNF875
chr19	37803869	37803912	44	*	X11624	284459	37803739	37855357	51619	+	0	inside	129	ZNF875
chr19	37804018	37804137	120	*	X11625	284459	37803739	37855357	51619	+	0	inside	278	ZNF875
chr19	37860367	37860486	120	*	X11650	84503	37862059	37883966	21908	+	1572	upstream	1572	ZNF527
chr19	37862140	37862278	139	*	X11651	84503	37862059	37883966	21908	+	0	inside	80	ZNF527
chr19	37959672	37959926	255	*	X11674	148266	37902060	37960169	58110	-	0	inside	242	ZNF569
chr19	37997180	37997314	135	*	X11677	390927	37997841	38034239	36399	+	526	upstream	526	ZNF793
chr19	38039333	38039482	150	*	X11692	100507433	38039851	38078248	38398	+	368	upstream	368	ZNF571-AS1
chr19	38041403	38041537	135	*	X11693	163255	38042273	38105079	62807	+	735	upstream	735	ZNF540
chr19	38041823	38042062	240	*	X11694	163255	38042273	38105079	62807	+	210	upstream	210	ZNF540
chr19	38085353	38085472	120	*	X11706	51276	38045684	38085673	39990	-	0	inside	200	ZNF571
chr19	38210811	38210922	112	*	X11731	84775	38187264	38210691	23428	-	119	upstream	119	ZNF607
chr19	38307952	38308086	135	*	X11751	644554	38308051	38317278	9228	+	0	overlapStart	0	LOC644554
chr19	38307952	38308086	135	*	X11751	126231	38229203	38307940	78738	-	11	upstream	11	ZNF573
chr19	38308162	38308521	360	*	X11752	644554	38308051	38317278	9228	+	0	inside	110	LOC644554
chr19	38308162	38308521	360	*	X11752	126231	38229203	38307940	78738	-	221	upstream	221	ZNF573
chr19	38345904	38346045	142	*	X11759	100631378	38314363	38345836	31474	-	67	upstream	67	WDR87BP
chr19	38346421	38346705	285	*	X11760	100631378	38314363	38345836	31474	-	584	upstream	584	WDR87BP
chr19	38346909	38347163	255	*	X11761	100631378	38314363	38345836	31474	-	1072	upstream	1072	WDR87BP
chr19	40501037	40501156	120	*	X11843	339327	40502943	40523514	20572	+	1786	upstream	1786	ZNF546
chr19	40501322	40501345	24	*	X11844	339327	40502943	40523514	20572	+	1597	upstream	1597	ZNF546
chr19	41430163	41430312	150	*	X11874	1556	41430170	41456565	26396	+	0	overlapStart	0	CYP2B7P
chr19	41430333	41430333	1	*	X11875	1556	41430170	41456565	26396	+	0	inside	162	CYP2B7P
chr19	41619925	41620194	270	*	X11909	1572	41620353	41634281	13929	+	158	upstream	158	CYP2F1
chr19	41620225	41620536	312	*	X11910	1572	41620353	41634281	13929	+	0	overlapStart	0	CYP2F1
chr19	43324043	43324117	75	*	X11972	100289650	43326015	43331030	5016	+	1897	upstream	1897	PSG8-AS1
chr19	43361674	43361727	54	*	X11973	653492	43341149	43359870	18722	-	1803	upstream	1803	PSG10P
chr19	43383516	43383680	165	*	X11976	5669	43233275	43383871	150597	-	0	inside	190	PSG1
chr19	43385325	43385699	375	*	X11977	5669	43233275	43383871	150597	-	1453	upstream	1453	PSG1
chr19	43385850	43385908	59	*	X11978	5669	43233275	43383871	150597	-	1978	upstream	1978	PSG1
chr19	43773351	43773530	180	*	X11998	5678	43757435	43773682	16248	-	0	inside	151	PSG9
chr19	43774746	43774895	150	*	X11999	5678	43757435	43773682	16248	-	1063	upstream	1063	PSG9
chr19	44324475	44324714	240	*	X12017	284348	44300079	44324808	24730	-	0	inside	93	LYPD5
chr19	44329909	44330028	120	*	X12019	284349	44331473	44353050	21578	+	1444	upstream	1444	ZNF283
chr19	44330565	44330684	120	*	X12020	284349	44331473	44353050	21578	+	788	upstream	788	ZNF283
chr19	44406479	44406613	135	*	X12033	100505715	44395956	44405955	10000	-	523	upstream	523	LOC100505715
chr19	44407649	44407903	255	*	X12034	100505715	44395956	44405955	10000	-	1693	upstream	1693	LOC100505715
chr19	44453376	44453525	150	*	X12048	7638	44455397	44471752	16356	+	1871	upstream	1871	ZNF221
chr19	44488478	44488715	238	*	X12054	7711	44488322	44502477	14156	+	0	inside	155	ZNF155
chr19	44554881	44555015	135	*	X12066	7766	44556164	44572142	15979	+	1148	upstream	1148	ZNF223
chr19	44555106	44555255	150	*	X12067	7766	44556164	44572142	15979	+	908	upstream	908	ZNF223
chr19	44597045	44597164	120	*	X12082	7767	44598482	44612479	13998	+	1317	upstream	1317	ZNF224
chr19	44616254	44616358	105	*	X12085	7768	44617548	44637255	19708	+	1189	upstream	1189	ZNF225
chr19	44644211	44644330	120	*	X12091	10780	44645710	44664462	18753	+	1379	upstream	1379	ZNF234
chr19	44668052	44668186	135	*	X12095	7769	44669215	44681838	12624	+	1028	upstream	1028	ZNF226
chr19	44715075	44715314	240	*	X12105	7770	44716691	44741421	24731	+	1376	upstream	1376	ZNF227
chr19	44762466	44762585	120	*	X12109	353355	44764033	44779470	15438	+	1447	upstream	1447	ZNF233
chr19	44810669	44810866	198	*	X12125	9310	44732357	44809178	76822	-	1490	upstream	1490	ZNF235
chr19	44906024	44906173	150	*	X12147	26974	44889808	44905777	15970	-	246	upstream	246	ZNF285
chr19	44906024	44906173	150	*	X12147	7771	44830706	44905777	75072	-	246	upstream	246	ZNF112
chr19	45005507	45005686	180	*	X12190	7733	44979859	45004574	24716	-	932	upstream	932	ZNF180
chr19	46544954	46545122	169	*	X12224	444882	46543006	46544274	1269	-	679	upstream	679	IGFL4
chr19	46809632	46809766	135	*	X12241	100873770	46720995	46809806	88812	-	0	inside	39	RNU6-66P
chr19	47102995	47103144	150	*	X12252	808	47104512	47114039	9528	+	1367	upstream	1367	CALM3
chr19	48546798	48547271	474	*	X12274	56344	48532640	48547311	14672	-	0	inside	39	CABP5
chr19	48547362	48547511	150	*	X12275	56344	48532640	48547311	14672	-	50	upstream	50	CABP5
chr19	48548112	48548531	420	*	X12276	56344	48532640	48547311	14672	-	800	upstream	800	CABP5
chr19	50352578	50352694	117	*	X12311	53635	50353992	50363999	10008	+	1297	upstream	1297	PTOV1
chr19	50530332	50530466	135	*	X12314	51231	50479724	50528805	49082	-	1526	upstream	1526	VRK3
chr19	50847967	50848086	120	*	X12334	256236	50837057	50848005	10949	-	0	overlapStart	0	NAPSB
chr19	50848219	50848338	120	*	X12335	256236	50837057	50848005	10949	-	213	upstream	213	NAPSB
chr19	50848354	50848486	133	*	X12336	256236	50837057	50848005	10949	-	348	upstream	348	NAPSB
chr19	51961923	51961935	13	*	X12399	27181	51954101	51961708	7608	-	214	upstream	214	SIGLEC8
chr19	51978925	51979044	120	*	X12403	729767	51979838	51986611	6774	+	793	upstream	793	CEACAM18
chr19	51979075	51979239	165	*	X12404	729767	51979838	51986611	6774	+	598	upstream	598	CEACAM18
chr19	52098771	52098809	39	*	X12421	729975	52095036	52097633	2598	-	1137	upstream	1137	LINC01530
chr19	52098995	52099010	16	*	X12422	729975	52095036	52097633	2598	-	1361	upstream	1361	LINC01530
chr19	52228040	52228264	225	*	X12451	3036	52216365	52227221	10857	-	818	upstream	818	HAS1
chr19	52228430	52228654	225	*	X12452	3036	52216365	52227221	10857	-	1208	upstream	1208	HAS1
chr19	52263152	52263256	105	*	X12473	2358	52264453	52273779	9327	+	1196	upstream	1196	FPR2
chr19	52297169	52297288	120	*	X12481	2359	52298411	52329334	30924	+	1122	upstream	1122	FPR3
chr19	52395663	52395797	135	*	X12515	84765	52359056	52394145	35090	-	1517	upstream	1517	ZNF577
chr19	52407893	52408132	240	*	X12519	65251	52392488	52408305	15818	-	0	inside	172	ZNF649
chr19	52408808	52408927	120	*	X12520	65251	52392488	52408305	15818	-	502	upstream	502	ZNF649
chr19	52428808	52428942	135	*	X12526	79898	52430688	52449011	18324	+	1745	upstream	1745	ZNF613
chr19	52430786	52430995	210	*	X12527	79898	52430688	52449011	18324	+	0	inside	97	ZNF613
chr19	52490604	52490738	135	*	X12546	59348	52467593	52490079	22487	-	524	upstream	524	ZNF350
chr19	52490994	52491143	150	*	X12547	59348	52467593	52490079	22487	-	914	upstream	914	ZNF350
chr19	52492032	52492136	105	*	X12548	59348	52467593	52490079	22487	-	1952	upstream	1952	ZNF350
chr19	52511598	52511715	118	*	X12551	284370	52494587	52511483	16897	-	114	upstream	114	ZNF615
chr19	52512061	52512285	225	*	X12552	284370	52494587	52511483	16897	-	577	upstream	577	ZNF615
chr19	52551717	52552061	345	*	X12563	9668	52536677	52552073	15397	-	0	inside	11	ZNF432
chr19	52552609	52552728	120	*	X12564	9668	52536677	52552073	15397	-	535	upstream	535	ZNF432
chr19	52553277	52553426	150	*	X12565	9668	52536677	52552073	15397	-	1203	upstream	1203	ZNF432
chr19	52598518	52598787	270	*	X12587	284371	52567719	52599018	31300	-	0	inside	230	ZNF841
chr19	52599028	52599327	300	*	X12588	284371	52567719	52599018	31300	-	9	upstream	9	ZNF841
chr19	52642573	52643097	525	*	X12605	90317	52617653	52643191	25539	-	0	inside	93	ZNF616
chr19	52643218	52643487	270	*	X12606	90317	52617653	52643191	25539	-	26	upstream	26	ZNF616
chr19	52674793	52675077	285	*	X12616	162962	52658125	52674896	16772	-	0	overlapStart	0	ZNF836
chr19	52691115	52691339	225	*	X12624	5518	52693055	52729678	36624	+	1715	upstream	1715	PPP2R1A
chr19	52691955	52692344	390	*	X12625	5518	52693055	52729678	36624	+	710	upstream	710	PPP2R1A
chr19	52839357	52839476	120	*	X12668	162963	52839498	52870376	30879	+	21	upstream	21	ZNF610
chr19	52839522	52839701	180	*	X12669	162963	52839498	52870376	30879	+	0	inside	23	ZNF610
chr19	52839747	52840076	330	*	X12670	162963	52839498	52870376	30879	+	0	inside	248	ZNF610
chr19	52871829	52871993	165	*	X12683	400713	52873170	52893597	20428	+	1176	upstream	1176	ZNF880
chr19	52873044	52873163	120	*	X12684	400713	52873170	52893597	20428	+	6	upstream	6	ZNF880
chr19	52900599	52900718	120	*	X12692	84436	52901121	52921657	20537	+	402	upstream	402	ZNF528
chr19	52900899	52901033	135	*	X12693	84436	52901121	52921657	20537	+	87	upstream	87	ZNF528
chr19	52901349	52901618	270	*	X12694	84436	52901121	52921657	20537	+	0	inside	227	ZNF528
chr19	52932234	52932383	150	*	X12706	147658	52932440	52955568	23129	+	56	upstream	56	ZNF534
chr19	52956591	52956740	150	*	X12709	147660	52956829	53020131	63303	+	88	upstream	88	ZNF578
chr19	53030674	53030928	255	*	X12732	388558	53030909	53067717	36809	+	0	overlapStart	0	ZNF808
chr19	53030944	53031048	105	*	X12733	388558	53030909	53067717	36809	+	0	inside	34	ZNF808
chr19	53072917	53073051	135	*	X12753	55762	53073526	53090427	16902	+	474	upstream	474	ZNF701
chr19	53073292	53073501	210	*	X12754	55762	53073526	53090427	16902	+	24	upstream	24	ZNF701
chr19	53073757	53073891	135	*	X12755	55762	53073526	53090427	16902	+	0	inside	230	ZNF701
chr19	53193198	53193677	480	*	X12819	55769	53115618	53193886	78269	-	0	inside	208	ZNF83
chr19	53193768	53193977	210	*	X12820	55769	53115618	53193886	78269	-	0	overlapStart	0	ZNF83
chr19	53194083	53194262	180	*	X12821	55769	53115618	53193886	78269	-	196	upstream	196	ZNF83
chr19	53194268	53194402	135	*	X12822	55769	53115618	53193886	78269	-	381	upstream	381	ZNF83
chr19	53238312	53238521	210	*	X12844	81856	53206066	53238307	32242	-	4	upstream	4	ZNF611
chr19	53239257	53239376	120	*	X12845	81856	53206066	53238307	32242	-	949	upstream	949	ZNF611
chr19	53289361	53289801	441	*	X12858	162966	53268748	53290034	21287	-	0	inside	232	ZNF600
chr19	53290057	53290251	195	*	X12859	162966	53268748	53290034	21287	-	22	upstream	22	ZNF600
chr19	53291851	53291880	30	*	X12860	162966	53268748	53290034	21287	-	1816	upstream	1816	ZNF600
chr19	53291973	53291985	13	*	X12861	162966	53268748	53290034	21287	-	1938	upstream	1938	ZNF600
chr19	53400447	53400686	240	*	X12883	162967	53367119	53400946	33828	-	0	inside	259	ZNF320
chr19	53401002	53401226	225	*	X12884	162967	53367119	53400946	33828	-	55	upstream	55	ZNF320
chr19	53401512	53401631	120	*	X12885	162967	53367119	53400946	33828	-	565	upstream	565	ZNF320
chr19	53445381	53445620	240	*	X12901	399669	53430388	53445847	15460	-	0	inside	226	ZNF321P
chr19	53445854	53445946	93	*	X12902	399669	53430388	53445847	15460	-	6	upstream	6	ZNF321P
chr19	53466150	53466374	225	*	X12909	100529240	53430388	53466164	35777	-	0	overlapStart	0	ZNF816-ZNF321P
chr19	53466150	53466374	225	*	X12909	125893	53452632	53466164	13533	-	0	overlapStart	0	ZNF816
chr19	53466705	53466824	120	*	X12910	100529240	53430388	53466164	35777	-	540	upstream	540	ZNF816-ZNF321P
chr19	53466705	53466824	120	*	X12910	125893	53452632	53466164	13533	-	540	upstream	540	ZNF816
chr19	53496897	53497120	224	*	X12919	79986	53471504	53496784	25281	-	112	upstream	112	ZNF702P
chr19	53497316	53497512	197	*	X12920	79986	53471504	53496784	25281	-	531	upstream	531	ZNF702P
chr19	53546423	53546527	105	*	X12937	100271846	53547991	53554380	6390	+	1463	upstream	1463	ERVV-2
chr19	53547004	53547138	135	*	X12938	100271846	53547991	53554380	6390	+	852	upstream	852	ERVV-2
chr19	53635625	53636104	480	*	X12981	55786	53611132	53636173	25042	-	0	inside	68	ZNF415
chr19	53636180	53636299	120	*	X12982	55786	53611132	53636173	25042	-	6	upstream	6	ZNF415
chr19	53637035	53637169	135	*	X12983	55786	53611132	53636173	25042	-	861	upstream	861	ZNF415
chr19	53662328	53662507	180	*	X12991	84671	53641957	53662322	20366	-	5	upstream	5	ZNF347
chr19	53664038	53664076	39	*	X12992	84671	53641957	53662322	20366	-	1715	upstream	1715	ZNF347
chr19	53696608	53696774	167	*	X13007	79788	53666552	53696619	30068	-	0	overlapStart	0	ZNF665
chr19	53757759	53757878	120	*	X13026	342926	53738638	53758111	19474	-	0	inside	232	ZNF677
chr19	53758149	53758328	180	*	X13027	342926	53738638	53758111	19474	-	37	upstream	37	ZNF677
chr19	53758795	53758929	135	*	X13028	342926	53738638	53758111	19474	-	683	upstream	683	ZNF677
chr19	53795350	53795529	180	*	X13037	112401	53792854	53794875	2022	-	474	upstream	474	BIRC8
chr19	53836346	53836450	105	*	X13049	91664	53837002	53858122	21121	+	551	upstream	551	ZNF845
chr19	53836766	53836826	61	*	X13050	91664	53837002	53858122	21121	+	175	upstream	175	ZNF845
chr19	53868301	53868435	135	*	X13063	170958	53868968	53889841	20874	+	532	upstream	532	ZNF525
chr19	53868301	53868435	135	*	X13063	91661	53868968	53930574	61607	+	532	upstream	532	ZNF765
chr19	53868721	53868945	225	*	X13064	170958	53868968	53889841	20874	+	22	upstream	22	ZNF525
chr19	53868721	53868945	225	*	X13064	91661	53868968	53930574	61607	+	22	upstream	22	ZNF765
chr19	53869186	53869365	180	*	X13065	170958	53868968	53889841	20874	+	0	inside	217	ZNF525
chr19	53869186	53869365	180	*	X13065	91661	53868968	53930574	61607	+	0	inside	217	ZNF765
chr19	53934602	53934777	176	*	X13092	147804	53935227	53947925	12699	+	449	upstream	449	TPM3P9
chr19	53934602	53934777	176	*	X13092	388561	53935227	53961515	26289	+	449	upstream	449	ZNF761
chr19	53935003	53935073	71	*	X13093	147804	53935227	53947925	12699	+	153	upstream	153	TPM3P9
chr19	53935003	53935073	71	*	X13093	388561	53935227	53961515	26289	+	153	upstream	153	ZNF761
chr19	53970363	53970542	180	*	X13104	126017	53970989	54006948	35960	+	446	upstream	446	ZNF813
chr19	53970768	53970977	210	*	X13105	126017	53970989	54006948	35960	+	11	upstream	11	ZNF813
chr19	53971218	53971532	315	*	X13106	126017	53970989	54006948	35960	+	0	inside	228	ZNF813
chr19	54022789	54022923	135	*	X13124	55422	54024177	54083523	59347	+	1253	upstream	1253	ZNF331
chr19	54023072	54023191	120	*	X13125	55422	54024177	54083523	59347	+	985	upstream	985	ZNF331
chr19	54106452	54106556	105	*	X13152	284379	54102885	54106751	3867	-	0	inside	194	LOC284379
chr19	54106977	54107098	122	*	X13153	284379	54102885	54106751	3867	-	225	upstream	225	LOC284379
chr19	54135229	54135363	135	*	X13164	503834	54135310	54140263	4954	+	0	overlapStart	0	DPRX
chr19	54175941	54176060	120	*	X13182	574460	54177451	54177574	124	+	1390	upstream	1390	MIR498
chr19	54178112	54178220	109	*	X13183	574461	54178965	54179051	87	+	744	upstream	744	MIR520E
chr19	54190956	54191105	150	*	X13186	100302265	54191735	54191821	87	+	629	upstream	629	MIR1283-1
chr19	54196896	54197015	120	*	X13188	574468	54197647	54197729	83	+	631	upstream	631	MIR526B
chr19	54196896	54197015	120	*	X13188	574469	54198467	54198547	81	+	1451	upstream	1451	MIR519B
chr19	54213115	54213249	135	*	X13190	574478	54214256	54214342	87	+	1006	upstream	1006	MIR524
chr19	54213550	54213639	90	*	X13191	574478	54214256	54214342	87	+	616	upstream	616	MIR524
chr19	54213550	54213639	90	*	X13191	574479	54215522	54215608	87	+	1882	upstream	1882	MIR517A
chr19	54215856	54216095	240	*	X13192	574480	54216601	54216688	88	+	505	upstream	505	MIR519D
chr19	54219226	54219401	176	*	X13193	574481	54219848	54219934	87	+	446	upstream	446	MIR521-2
chr19	54231253	54231387	135	*	X13195	574487	54233092	54233179	88	+	1704	upstream	1704	MIR518E
chr19	54240883	54240972	90	*	X13197	574491	54242587	54242673	87	+	1614	upstream	1614	MIR518A2
chr19	54259287	54259323	37	*	X13200	574498	54259995	54260084	90	+	671	upstream	671	MIR516A1
chr19	54291320	54291430	111	*	X13204	442918	54291959	54292027	69	+	528	upstream	528	MIR373
chr19	54291320	54291430	111	*	X13204	100616185	54290931	54290996	66	-	323	upstream	323	MIR371B
chr19	54584576	54584725	150	*	X13213	441864	54573201	54584634	11434	-	0	overlapStart	0	TARM1
chr19	56268586	56268661	76	*	X13281	342931	56270507	56274541	4035	+	1845	upstream	1845	RFPL4A
chr19	56457858	56458106	249	*	X13302	126205	56459198	56499995	40798	+	1091	upstream	1091	NLRP8
chr19	56509759	56509867	109	*	X13311	126206	56511092	56573174	62083	+	1224	upstream	1224	NLRP5
chr19	56879256	56879390	135	*	X13349	147947	56879468	56891196	11729	+	77	upstream	77	ZNF542P
chr19	56879711	56880025	315	*	X13350	147947	56879468	56891196	11729	+	0	inside	242	ZNF542P
chr19	56879711	56880025	315	*	X13350	79149	56732679	56879752	147074	-	0	overlapStart	0	ZSCAN5A
chr19	56903210	56903395	186	*	X13357	386758	56905045	56910544	5500	+	1649	upstream	1649	ZNF582-DT
chr19	56914661	56914795	135	*	X13359	147949	56915383	56936400	21018	+	587	upstream	587	ZNF583
chr19	56915571	56915786	216	*	X13360	147949	56915383	56936400	21018	+	0	inside	187	ZNF583
chr19	56988360	56988566	207	*	X13386	100128252	56989243	57006805	17563	+	676	upstream	676	ZNF667-AS1
chr19	56988360	56988566	207	*	X13386	63934	56950693	56988770	38078	-	0	inside	203	ZNF667
chr19	56988994	56989304	311	*	X13387	100128252	56989243	57006805	17563	+	0	overlapStart	0	ZNF667-AS1
chr19	56988994	56989304	311	*	X13387	63934	56950693	56988770	38078	-	223	upstream	223	ZNF667
chr19	56989558	56989707	150	*	X13388	63934	56950693	56988770	38078	-	787	upstream	787	ZNF667
chr19	57018793	57018957	165	*	X13394	57573	57019212	57040269	21058	+	254	upstream	254	ZNF471
chr19	57019281	57019625	345	*	X13395	57573	57019212	57040269	21058	+	0	inside	68	ZNF471
